transaction_id,account_id,time,amount,type
0b3e06a-4ecf-4a0b-8b04-c2181ac1bd0,797934c-568c-433e-ab5f-3929d9cc2b7,023-09-24T10:54:32,-389.17,Debit
7fa4597-aaad-4d61-a4d3-54aa5406718,797934c-568c-433e-ab5f-3929d9cc2b7,022-11-30T20:51:10,-191.43,Wire Transfer
095c9c0-8766-4b0d-9161-6c3c164544e,797934c-568c-433e-ab5f-3929d9cc2b7,023-06-30T09:29:33,-230.27,Check
5c63935-d968-4910-b443-8e5e728bdd5,797934c-568c-433e-ab5f-3929d9cc2b7,022-10-25T20:06:53,693.04,ATM
4e1c870-60c0-4cc7-8f75-b16558e3661,797934c-568c-433e-ab5f-3929d9cc2b7,023-01-06T15:43:17,917.78,ATM
87bb0ab-0ddd-4ed8-a51c-7a0dc18e79c,797934c-568c-433e-ab5f-3929d9cc2b7,023-03-14T22:09:16,501.54,Debit
7a6dd10-5a10-4b8c-86de-a65b03c1d82,797934c-568c-433e-ab5f-3929d9cc2b7,023-01-17T01:01:19,-829.56,ATM
6326cbb-bfab-45dc-829a-8e5441647e9,797934c-568c-433e-ab5f-3929d9cc2b7,023-01-28T04:39:41,-840.48,Debit
193669f-74fa-48e4-800a-ebb07d52ef7,b3f61e3-e002-47bb-9f0c-3ee606cf606,023-05-25T13:05:05,837.7,Debit
8a01842-d1fb-444b-9c86-282c63da613,b3f61e3-e002-47bb-9f0c-3ee606cf606,022-12-29T11:17:16,563.09,Debit
5cbe828-6106-4f76-afaf-eddf57115dc,b3f61e3-e002-47bb-9f0c-3ee606cf606,022-12-25T08:06:27,887.68,Debit
3cbb1e4-991c-4047-9d20-1f6a5b7c412,b3f61e3-e002-47bb-9f0c-3ee606cf606,023-02-06T17:26:25,-279.88,Check
23f3f89-9f9f-4504-9af9-8490ed85c74,da0ead8-d27e-4875-802c-e878a861568,023-04-23T09:48:48,-507.34,ATM
38f1294-0431-46be-b140-4bec75f6dee,da0ead8-d27e-4875-802c-e878a861568,023-07-06T18:23:24,641.82,ATM
1842c99-cfa4-4762-a39d-6659bc236e9,da0ead8-d27e-4875-802c-e878a861568,023-05-29T21:36:09,342.06,Wire Transfer
f8ba9d2-b56e-4413-b2de-7c55d95164c,221f2aa-f3d5-478d-b8f6-983c3aca576,022-11-12T23:40:14,-825.06,ATM
62aede0-64b5-4617-aa48-58ca3f692c6,221f2aa-f3d5-478d-b8f6-983c3aca576,023-01-08T18:23:58,-85.43,Wire Transfer
b43d773-e369-4df7-80d7-e6a5da85ab3,221f2aa-f3d5-478d-b8f6-983c3aca576,023-02-16T22:35:13,-348.12,ATM
82293fe-9ada-4258-8c75-a42fcab288d,221f2aa-f3d5-478d-b8f6-983c3aca576,022-10-22T08:04:17,89.53,ATM
5e666a7-95b4-47de-a4fb-4e6752742c0,221f2aa-f3d5-478d-b8f6-983c3aca576,022-11-12T13:38:37,712.0,Check
c1d3885-05e2-482d-8789-42509a83822,221f2aa-f3d5-478d-b8f6-983c3aca576,023-01-05T04:42:47,-254.9,Debit
6db14ae-135a-444b-a9dc-d5700fdabdc,221f2aa-f3d5-478d-b8f6-983c3aca576,023-08-14T19:42:12,487.8,Check
2059999-2f3d-4774-be88-760bd8b0c39,221f2aa-f3d5-478d-b8f6-983c3aca576,023-06-08T18:32:52,318.02,Check
6597a58-4c46-4010-983e-fb27bc5ac16,221f2aa-f3d5-478d-b8f6-983c3aca576,023-05-03T14:15:11,958.68,Check
d75af92-a668-4ae5-84e4-12c278abacf,221f2aa-f3d5-478d-b8f6-983c3aca576,023-04-18T02:19:04,189.13,Debit
c4667e9-444f-4603-b1c4-60406b71be4,993d54a-6bd1-43e7-b0ff-cdb7124485b,023-01-08T09:09:21,474.76,Check
71eb0ea-65d1-4c68-b078-229d08c76dd,993d54a-6bd1-43e7-b0ff-cdb7124485b,023-09-24T10:54:32,-419.18,Wire Transfer
146bbe7-3728-425a-9e25-f7995656631,993d54a-6bd1-43e7-b0ff-cdb7124485b,023-01-13T10:30:07,-189.83,ATM
9267087-a338-4445-aa42-484132fcefc,993d54a-6bd1-43e7-b0ff-cdb7124485b,023-04-14T15:44:13,422.41,ATM
775e1c7-b64a-4018-b84a-d30e7807660,b3f61e3-e002-47bb-9f0c-3ee606cf606,022-11-11T21:46:24,396.53,Check
1543dc0-3ec2-4f95-acd9-721144fd8d5,1eb3894-8437-4047-b638-5f7b2b30ae6,023-06-10T17:51:55,886.78,Check
bda6a25-0768-492b-a1f7-e42d26ae8e9,1eb3894-8437-4047-b638-5f7b2b30ae6,022-12-27T04:02:37,-392.79,Check
e6b40c6-836c-426c-a738-09625be0cfe,1eb3894-8437-4047-b638-5f7b2b30ae6,023-04-07T02:47:34,-799.24,Debit
a33b84c-e866-4ae3-b6e5-735316d365e,1eb3894-8437-4047-b638-5f7b2b30ae6,023-02-18T06:45:52,-113.66,Debit
3ac7dda-b701-4fa9-b7bf-b7c5e580933,1eb3894-8437-4047-b638-5f7b2b30ae6,022-11-01T12:36:20,-316.1,Check
ccb1b69-21bf-4fe4-a3e8-a6bcf9d064d,3d7523e-cecc-4268-8a59-385129b8bda,022-12-02T21:13:06,967.68,Wire Transfer
a00d207-1816-439a-8ae1-58df88b9f1f,3d7523e-cecc-4268-8a59-385129b8bda,023-05-21T05:08:08,651.48,Debit
4b01aba-abd3-428b-8c1e-cac1196b4ac,3d7523e-cecc-4268-8a59-385129b8bda,023-05-04T23:19:56,899.12,ATM
16ba583-2770-45f1-ad8f-0f11712e80f,3d7523e-cecc-4268-8a59-385129b8bda,022-10-21T00:27:15,893.09,Wire Transfer
e721467-546c-4493-901a-e1c4833530c,3d7523e-cecc-4268-8a59-385129b8bda,022-12-02T16:09:07,385.9,Debit
6f2535a-fec7-4cdd-9d62-e9054ff2b69,3d7523e-cecc-4268-8a59-385129b8bda,023-08-25T03:18:01,-561.48,Check
348f1e5-4b96-4d2d-896a-3c3466a66d2,3d7523e-cecc-4268-8a59-385129b8bda,022-12-12T03:56:17,113.52,Debit
197c576-6c97-4730-88e6-4e3fbb8b48a,3d7523e-cecc-4268-8a59-385129b8bda,022-11-09T06:51:59,-93.11,Debit
22bfab1-e95b-4b86-b62b-02853dc95c4,3d7523e-cecc-4268-8a59-385129b8bda,023-04-11T02:58:43,665.63,ATM
5282ccc-c253-4e18-bca7-08eec620fbe,d032606-fb07-4883-9710-5461eaec819,023-02-24T04:50:26,-34.01,ATM
39ef477-02de-44c7-b0ae-a7362e3a120,d032606-fb07-4883-9710-5461eaec819,023-10-09T06:09:15,993.57,Debit
77cbb68-2251-4f2d-a2a6-5369ad47904,d032606-fb07-4883-9710-5461eaec819,023-03-24T21:27:07,-375.93,ATM
a68b004-1f22-4610-9d77-b653705c455,d032606-fb07-4883-9710-5461eaec819,023-02-12T23:14:05,295.89,Debit
f681798-a44d-405a-93ba-c33d618f235,d032606-fb07-4883-9710-5461eaec819,023-08-15T13:04:14,-874.83,ATM
c50da7a-c34f-4076-a091-ca905a4cd60,d032606-fb07-4883-9710-5461eaec819,022-11-24T14:43:03,591.16,Check
f7a22b1-90ef-400f-80bd-d53eec724d7,d032606-fb07-4883-9710-5461eaec819,023-02-18T12:10:47,-53.12,ATM
c8c2282-bdb8-40c5-a5d9-8a7a644d32d,d032606-fb07-4883-9710-5461eaec819,023-05-18T03:24:27,321.01,ATM
821c5aa-e4ee-4ab5-8567-784cf838342,8ef1ab2-d633-4fcf-a2ca-46c224908e4,023-02-05T13:38:51,692.4,ATM
2c0da25-ce3d-43f7-a5f7-4fd5e1959e2,8ef1ab2-d633-4fcf-a2ca-46c224908e4,022-10-12T08:29:57,-551.34,Check
3b3fde6-7719-4f0f-b77d-3c52259d322,8ef1ab2-d633-4fcf-a2ca-46c224908e4,023-08-11T17:02:51,692.28,Check
3f2f14d-9a91-46d2-9d98-250025554e1,8ef1ab2-d633-4fcf-a2ca-46c224908e4,023-01-22T12:08:24,-203.51,Debit
c4be0fa-16a7-4620-ba15-3362b88e0fc,8ef1ab2-d633-4fcf-a2ca-46c224908e4,023-07-03T04:48:09,751.43,Debit
8d40684-c505-4051-9db9-114c03300ee,8ef1ab2-d633-4fcf-a2ca-46c224908e4,023-06-15T22:18:18,-210.4,Debit
7ce2a05-5450-4871-8146-ea5da1c04ab,8ef1ab2-d633-4fcf-a2ca-46c224908e4,023-01-08T13:43:50,538.47,Debit
b290acd-a91b-4b7e-a21c-9efbd7f3a85,8ef1ab2-d633-4fcf-a2ca-46c224908e4,022-12-25T10:05:48,962.34,Debit
7779538-8a77-469a-a9d4-d821840e3d8,8ef1ab2-d633-4fcf-a2ca-46c224908e4,023-01-15T03:39:06,503.01,Debit
315b5a4-972f-4346-b4fb-dccc76130cd,8ef1ab2-d633-4fcf-a2ca-46c224908e4,023-08-21T22:19:15,527.3,ATM
50c26b2-b2de-4f29-a1fa-611342ad82d,264af78-07ec-4b01-b0b2-9ffa7713bf4,022-10-29T04:26:54,745.1,Debit
5c63935-d968-4910-b443-8e5e728bdd5,264af78-07ec-4b01-b0b2-9ffa7713bf4,023-08-17T04:19:30,872.94,Debit
2c0da25-ce3d-43f7-a5f7-4fd5e1959e2,264af78-07ec-4b01-b0b2-9ffa7713bf4,023-03-18T20:04:01,-639.41,ATM
e6e2a21-4f23-49cc-b505-33fbc6db380,264af78-07ec-4b01-b0b2-9ffa7713bf4,023-02-07T02:47:27,-579.7,Debit
cd894fc-2f72-41b7-85b4-76226c74fcf,264af78-07ec-4b01-b0b2-9ffa7713bf4,023-09-18T02:09:18,1.69,ATM
5bdfeaa-38b0-44e4-9165-016808809c2,264af78-07ec-4b01-b0b2-9ffa7713bf4,022-12-13T08:11:25,24.77,Check
844f728-f5f8-4f24-9030-f6e36aa5bb1,264af78-07ec-4b01-b0b2-9ffa7713bf4,023-01-24T22:28:22,13.46,ATM
5005366-286c-425b-b529-25986e31a23,264af78-07ec-4b01-b0b2-9ffa7713bf4,023-08-08T17:46:16,-376.39,Wire Transfer
6007a1d-4d9e-4b40-bc60-32cf23a34e3,354a2a1-c3af-4761-9093-931c93f1078,022-11-18T07:06:00,-925.41,ATM
d9c1e1f-1418-440b-a019-7a8bc1ec425,354a2a1-c3af-4761-9093-931c93f1078,023-04-15T18:36:07,-977.73,ATM
9066f0e-8f92-4c4b-85e7-9d61c483f7f,354a2a1-c3af-4761-9093-931c93f1078,023-10-08T22:46:44,995.18,Debit
1fe0974-ebd6-4166-a3e7-416efff4105,354a2a1-c3af-4761-9093-931c93f1078,022-11-07T13:53:50,709.41,Debit
3f4e055-dbb3-47ab-ab9b-3cb32fc010d,bea23df-05e4-496c-8456-c9b02ad7546,022-11-01T12:36:20,-389.78,ATM
4b9a34e-2dfa-4519-b050-416bdc80ea0,bea23df-05e4-496c-8456-c9b02ad7546,023-06-14T14:15:08,555.87,Check
9e59f21-e2f0-405e-bd52-a0957086574,7daa6f6-ba28-45bb-b8f2-a8ade35b4f1,022-11-21T07:16:38,-132.86,Check
97175c1-7603-4826-9a4d-02575a868ca,7daa6f6-ba28-45bb-b8f2-a8ade35b4f1,023-02-03T01:01:12,-172.17,ATM
05ea7ca-ceb0-4825-aaaa-eec9b028a30,7daa6f6-ba28-45bb-b8f2-a8ade35b4f1,023-01-13T10:30:07,-685.23,Check
8cdef0d-e6c4-4c4b-a8d1-f9b226ba3cc,7daa6f6-ba28-45bb-b8f2-a8ade35b4f1,023-06-16T21:13:24,759.05,Check
39ef477-02de-44c7-b0ae-a7362e3a120,7daa6f6-ba28-45bb-b8f2-a8ade35b4f1,023-09-04T12:23:53,-445.71,Debit
c94fa46-261c-4c2b-8816-d768f8675dd,7daa6f6-ba28-45bb-b8f2-a8ade35b4f1,023-07-06T18:23:24,561.27,Debit
a3fc1d0-2320-429d-95f0-a44933a57b7,7daa6f6-ba28-45bb-b8f2-a8ade35b4f1,023-03-10T13:01:50,122.54,Debit
f9e066d-8701-4b2b-9935-a4623ab1873,7daa6f6-ba28-45bb-b8f2-a8ade35b4f1,023-02-15T08:41:45,-175.52,Wire Transfer
c7f642e-afc6-44d2-a81b-f86111ce865,7daa6f6-ba28-45bb-b8f2-a8ade35b4f1,022-12-19T08:16:54,629.83,Check
74af62b-dcb9-4703-bff2-df268fe79e9,7daa6f6-ba28-45bb-b8f2-a8ade35b4f1,023-06-26T19:45:58,84.84,Check
dd6ed33-411c-42be-886c-e8c3d2c53d7,7e3546d-1b12-4a60-8c61-1971aa752ab,023-03-28T12:54:21,193.33,Debit
197c576-6c97-4730-88e6-4e3fbb8b48a,480d361-a666-4a7b-99d3-bc92c474d68,023-02-27T00:35:11,556.26,Debit
90bd544-2959-40ed-a42a-962d147c807,480d361-a666-4a7b-99d3-bc92c474d68,023-02-03T01:01:12,-570.06,ATM
bc277fd-1b35-406d-9625-3b4d70a4c15,480d361-a666-4a7b-99d3-bc92c474d68,022-11-13T12:39:56,15.77,ATM
21b58fc-de2f-449b-ab60-c67e66eee4a,480d361-a666-4a7b-99d3-bc92c474d68,023-10-02T20:47:16,852.01,Debit
81a384c-aba3-49e4-b816-cdb095bac1c,0d0e781-2863-4aa9-90ef-cee2a196104,023-07-21T08:21:56,857.53,Debit
0069332-80b4-43b9-89b0-43ab1b74719,0d0e781-2863-4aa9-90ef-cee2a196104,023-01-17T04:11:13,419.16,Debit
586c25f-3663-4b9d-b514-d57c8a0de05,0d0e781-2863-4aa9-90ef-cee2a196104,022-10-21T00:27:15,280.99,Debit
5426c1f-92ca-4c6d-b394-156701f0bd9,0d0e781-2863-4aa9-90ef-cee2a196104,022-10-21T13:33:31,537.16,Debit
ac44890-cd0e-42d4-9780-ad7b2f69da0,0d0e781-2863-4aa9-90ef-cee2a196104,023-05-03T23:03:40,160.75,ATM
a3e7eb1-4c66-4ac3-89a9-4a3a1873917,6d0ef01-67c1-4c5c-a379-cece589e71b,022-12-26T04:13:45,-639.68,Check
1161e21-634f-4ff5-91a4-a36c8a89eb2,ef26072-8474-4313-8274-12063e948de,023-09-12T09:14:38,993.31,ATM
9c876f4-0b9d-4484-bd34-fb687fadd8f,ef26072-8474-4313-8274-12063e948de,023-02-07T02:08:15,736.84,Check
4ea162e-2686-42dc-8d80-43370df6815,ef26072-8474-4313-8274-12063e948de,023-05-29T05:00:35,-174.47,Debit
9c19ae1-267e-4722-a70c-646767da87e,ef26072-8474-4313-8274-12063e948de,023-03-25T14:49:58,-242.2,ATM
9be19e2-f636-4561-947f-c60e59f47b8,ef26072-8474-4313-8274-12063e948de,022-10-26T15:58:20,752.09,Debit
82cf8df-46ef-44ee-afd3-f2d8b18b6f0,c02e054-3f22-4040-b206-061ae32ca63,023-01-29T06:56:33,915.01,Debit
00bbc0f-30ec-4f81-927f-e25e514312d,c02e054-3f22-4040-b206-061ae32ca63,023-07-29T23:11:16,209.61,Wire Transfer
59383f3-27b3-49e0-a425-54cab030060,f244d10-666b-4847-9d58-f8f5e50ab01,023-02-02T01:01:41,700.44,Debit
5d46e29-8158-4eae-a7ca-cac92be9618,f244d10-666b-4847-9d58-f8f5e50ab01,023-03-07T20:28:58,540.19,Debit
4e0f3ce-dfd4-43b5-9e41-53cbe179a0d,f244d10-666b-4847-9d58-f8f5e50ab01,023-05-11T06:22:54,390.86,ATM
44e4595-d492-4821-81b8-4d5907e752a,f244d10-666b-4847-9d58-f8f5e50ab01,022-11-13T17:54:40,-415.75,ATM
b80ba59-62ce-4d44-b152-f93adc5d45b,f244d10-666b-4847-9d58-f8f5e50ab01,023-07-19T21:12:38,-911.06,Check
eb12a1a-5b46-434a-b644-3e32886e54e,f244d10-666b-4847-9d58-f8f5e50ab01,022-12-17T05:12:28,-849.2,Debit
ba12e75-1d1c-4420-bcf9-9ec8c39a317,f244d10-666b-4847-9d58-f8f5e50ab01,023-08-15T06:45:22,807.53,Check
bae63d0-1cf3-49b8-b175-a3eb24f59c6,f244d10-666b-4847-9d58-f8f5e50ab01,023-06-05T01:47:49,-736.23,Debit
0683648-8653-4f9a-91e0-e9ae07dd552,f244d10-666b-4847-9d58-f8f5e50ab01,023-06-15T05:47:25,801.76,ATM
2c6aef4-7236-4936-8d21-8c97d8a40e2,f244d10-666b-4847-9d58-f8f5e50ab01,023-08-05T09:10:56,-485.11,Debit
0791817-aae6-4d14-b873-941a9098160,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-06-03T20:16:58,307.53,ATM
1543dc0-3ec2-4f95-acd9-721144fd8d5,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-07-16T00:08:57,-837.47,Debit
806a274-1cac-4cf7-b666-a3077b21973,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,022-12-17T09:50:32,-724.68,ATM
6c8da43-9f92-4c96-ba3c-b7fe48846c5,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-02-18T19:37:45,-429.78,ATM
a280811-a80c-4a3f-b70c-0a951b301c8,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-03-04T20:33:33,749.06,Debit
9e9f6e1-272e-4e09-b2f6-1a55a8bdcad,eb7876c-f1be-4368-a43d-a6a2fa31707,023-01-29T17:29:31,659.23,ATM
ff556c3-3750-44c2-af21-606bd24771e,717b114-d392-4ea2-a8fa-a85ed4ae846,023-01-18T07:52:23,949.71,Check
9edb4fd-5d76-4f95-881d-895f48d1621,717b114-d392-4ea2-a8fa-a85ed4ae846,023-03-28T15:27:34,-93.38,ATM
0770639-6997-497d-bd0a-055c9869d29,717b114-d392-4ea2-a8fa-a85ed4ae846,023-01-06T01:24:16,-857.08,Check
484f9f5-3ee2-4afc-987c-994862301ad,717b114-d392-4ea2-a8fa-a85ed4ae846,023-05-27T07:31:11,71.72,Debit
044fdde-4173-4b1e-b038-e6d761c9a7e,717b114-d392-4ea2-a8fa-a85ed4ae846,023-05-29T21:36:09,66.98,Check
e3f63bc-785a-4bf4-91d8-bfddbd146ea,717b114-d392-4ea2-a8fa-a85ed4ae846,022-11-19T08:13:40,816.3,Check
fa732c5-9bc0-48a7-965b-e38bea50e1b,717b114-d392-4ea2-a8fa-a85ed4ae846,023-02-22T14:43:28,-977.58,Debit
c4892b3-a4e8-4998-9bdd-7e77bcbade2,717b114-d392-4ea2-a8fa-a85ed4ae846,023-08-07T01:39:00,721.15,ATM
e6a51b7-1f0e-45db-8309-c47a9ef9086,717b114-d392-4ea2-a8fa-a85ed4ae846,023-04-08T03:10:14,-385.62,Debit
5e61be8-666c-4d9e-ba69-d09dd14ee4a,f5c0922-05d1-475a-bcb6-3d71b8c03f6,023-02-23T14:34:50,769.75,Debit
e92419e-5300-4c63-b7d1-8a1c2ab90f4,7152a60-4246-47c7-8f7c-dbca72853fd,023-09-12T17:33:21,186.05,ATM
cdec477-4003-4e6f-98f7-430af2cc1c0,7152a60-4246-47c7-8f7c-dbca72853fd,022-11-17T14:51:31,-221.12,ATM
00c407b-ea09-4b8e-8c9a-3821623ec38,7152a60-4246-47c7-8f7c-dbca72853fd,023-01-27T18:44:15,895.16,Debit
e969764-655d-4085-bc5b-179bd275020,7152a60-4246-47c7-8f7c-dbca72853fd,023-06-26T19:45:58,-291.3,Wire Transfer
17a5ed2-8e71-46a6-b581-d1ee00e7c8a,7152a60-4246-47c7-8f7c-dbca72853fd,022-11-14T22:18:18,-90.19,Wire Transfer
66f2f13-2607-42a4-9105-90e5282f38b,7152a60-4246-47c7-8f7c-dbca72853fd,023-09-30T00:24:54,-575.53,ATM
0293c81-0917-443d-9e1b-082d87b1ea7,7152a60-4246-47c7-8f7c-dbca72853fd,022-11-08T09:44:08,55.4,Debit
432c81c-639f-43f2-8c50-40f3e24f100,7152a60-4246-47c7-8f7c-dbca72853fd,023-09-14T13:07:17,205.43,ATM
f2740be-803c-49ae-bb2a-f2e0d64210b,7152a60-4246-47c7-8f7c-dbca72853fd,023-03-17T06:15:18,-627.79,Check
7a6dd10-5a10-4b8c-86de-a65b03c1d82,7152a60-4246-47c7-8f7c-dbca72853fd,023-07-16T10:58:34,-117.15,ATM
16b0bd5-15d3-49c8-87da-9560632c483,392a66f-9ff5-4d54-a519-98cb79d5501,023-02-18T12:45:12,-518.9,ATM
f1e6512-f2e4-407a-8bf7-d83aae376c1,392a66f-9ff5-4d54-a519-98cb79d5501,023-07-26T11:56:05,-140.94,Check
1777edd-2899-450d-add8-fc156d287a2,392a66f-9ff5-4d54-a519-98cb79d5501,023-01-10T09:14:31,-697.46,Debit
78a1ebe-b54f-4836-877d-f0c6d8ee990,392a66f-9ff5-4d54-a519-98cb79d5501,022-12-29T08:08:01,294.4,Debit
6ceceb0-6f0a-4060-84f2-eed44d7084a,392a66f-9ff5-4d54-a519-98cb79d5501,023-08-05T04:27:07,147.78,Debit
e7fff9f-73ae-4b6e-b83f-797d571bd9f,392a66f-9ff5-4d54-a519-98cb79d5501,023-02-08T10:48:11,671.84,ATM
2db8216-1e09-4a1b-8a31-397e64fa4cc,392a66f-9ff5-4d54-a519-98cb79d5501,023-07-08T17:33:59,88.33,Check
f3bb1e1-aead-4338-b106-b93abe5d7da,61a15a8-26ed-4c70-b8d4-611fa076d76,023-06-05T01:47:49,599.18,ATM
8c03c41-39d8-40bf-85e7-e31b9cda13a,61a15a8-26ed-4c70-b8d4-611fa076d76,023-06-14T03:48:08,566.95,Check
5373ccd-51d0-40e6-91d4-327cc679a5a,61a15a8-26ed-4c70-b8d4-611fa076d76,023-03-08T17:06:28,-976.72,Debit
add975e-1e9d-4df2-9525-f2bfbb45643,61a15a8-26ed-4c70-b8d4-611fa076d76,023-10-06T16:39:37,668.24,Check
fc557c8-977b-4687-afa4-520906ec266,61a15a8-26ed-4c70-b8d4-611fa076d76,023-05-26T02:54:29,48.81,Debit
68a7959-1f72-43ea-999d-82f2f602535,61a15a8-26ed-4c70-b8d4-611fa076d76,023-05-25T08:54:58,420.85,ATM
42df83c-5af6-4f08-aa4e-8236e93a5d7,61a15a8-26ed-4c70-b8d4-611fa076d76,023-01-01T16:35:55,-562.66,Check
c2ddf95-8ef8-4786-9b82-860879d3553,61a15a8-26ed-4c70-b8d4-611fa076d76,023-04-06T05:01:22,-85.73,ATM
5f1988d-a52f-44e8-a4e4-d5bc2c2e40e,b8d0d4e-b536-402a-be34-f9ba7c3afd0,023-05-12T07:43:33,-752.02,ATM
c929a34-c494-4707-93ac-94579ffceaf,b8d0d4e-b536-402a-be34-f9ba7c3afd0,023-09-26T22:12:28,518.29,Wire Transfer
285fd97-b85b-4f16-9ce5-5cf371b1126,b8d0d4e-b536-402a-be34-f9ba7c3afd0,023-02-02T05:17:48,-986.76,Debit
7a39650-447d-434d-b9f9-640149dc869,6547fea-8198-4fdd-9637-fd090d07779,022-10-14T18:05:32,410.45,Debit
25b7d73-0ff4-4444-a093-a27585f46df,6547fea-8198-4fdd-9637-fd090d07779,023-07-27T10:32:15,-135.58,Debit
b4ca316-beb8-486c-b6ae-8ad8e1392ae,6547fea-8198-4fdd-9637-fd090d07779,023-01-27T12:02:15,415.39,Wire Transfer
b3b5fae-205b-401c-8d24-e2f8741ad66,6547fea-8198-4fdd-9637-fd090d07779,023-09-10T05:24:25,34.66,Wire Transfer
51bccc0-527b-401b-8188-e17081f0d20,6547fea-8198-4fdd-9637-fd090d07779,023-08-07T22:33:15,811.41,Check
607f58a-6f10-4da5-a9a0-a8c5f603acc,6547fea-8198-4fdd-9637-fd090d07779,023-06-21T21:58:14,-191.58,ATM
abfc794-746b-4ce8-a5d0-d0a45e639e0,6547fea-8198-4fdd-9637-fd090d07779,023-10-10T07:14:45,-710.31,Check
45048ab-3e6a-4e9f-be51-51841138636,6547fea-8198-4fdd-9637-fd090d07779,023-03-30T00:06:26,772.57,Wire Transfer
c5edc08-646b-49d1-81d2-d0f28e00faa,fadba6e-6ef6-4286-966e-419778c3c5b,023-02-13T08:42:50,-503.06,Debit
cd93473-c850-44df-9724-9cef9811fdd,fadba6e-6ef6-4286-966e-419778c3c5b,023-08-26T07:10:48,869.13,Check
bda6a25-0768-492b-a1f7-e42d26ae8e9,fadba6e-6ef6-4286-966e-419778c3c5b,022-12-17T09:50:32,564.95,ATM
3bdf0c8-a17a-41ea-aedd-c89925d8d0f,fadba6e-6ef6-4286-966e-419778c3c5b,023-05-25T21:35:24,-294.69,Wire Transfer
cc21e70-14cd-49a1-ba3d-259c83f9989,fadba6e-6ef6-4286-966e-419778c3c5b,022-12-11T22:42:36,459.76,Debit
8a7de19-71b5-4443-aa8a-4020193cb47,fadba6e-6ef6-4286-966e-419778c3c5b,023-09-05T16:59:37,-904.53,Wire Transfer
a0f1546-78b1-4a23-ad17-de4137da372,fadba6e-6ef6-4286-966e-419778c3c5b,023-01-11T10:50:43,716.25,Wire Transfer
8046341-9b4f-4be0-962b-569027555fe,2cc09c1-3636-4b46-bfb3-f8989cc4fa8,022-12-28T15:41:37,916.12,Debit
3829ee7-a33f-4fda-a0b7-c25a021fea6,eb7876c-f1be-4368-a43d-a6a2fa31707,023-09-25T22:17:14,-797.35,Debit
c4478a2-dcd2-4e7a-8727-17789fa1087,eb7876c-f1be-4368-a43d-a6a2fa31707,023-07-08T19:27:02,-134.01,Debit
3ea44ab-860d-4160-94f6-8ef4592c293,eb7876c-f1be-4368-a43d-a6a2fa31707,023-09-04T18:03:37,-789.08,Check
0ad5c31-07f4-4cd5-b3a0-9fcc569d2d0,eb7876c-f1be-4368-a43d-a6a2fa31707,023-04-16T05:40:44,299.63,ATM
97cae3d-42a7-4842-86c6-4b223e1636d,eb7876c-f1be-4368-a43d-a6a2fa31707,023-08-15T13:04:14,-223.58,Debit
dd7e7fb-1880-4327-b1fe-eab793c8c22,eb7876c-f1be-4368-a43d-a6a2fa31707,023-04-03T14:08:33,-928.92,ATM
4407b16-3905-4fa1-8236-87d1a9d627a,47b6e0f-60ac-484b-8452-6ff9c14497e,023-06-16T18:37:10,-186.03,Debit
b348e92-deb0-480d-9101-040176da6d7,47b6e0f-60ac-484b-8452-6ff9c14497e,023-03-28T12:54:21,-183.34,ATM
39dc276-7ad9-4314-8f9e-e6b91a05d36,47b6e0f-60ac-484b-8452-6ff9c14497e,023-02-16T16:39:58,-871.63,ATM
861112e-a30e-4a61-bce7-c08b0a6506a,47b6e0f-60ac-484b-8452-6ff9c14497e,022-12-29T20:39:46,302.97,ATM
0af77f4-c096-4f66-aa70-2b0ba4e0c51,47b6e0f-60ac-484b-8452-6ff9c14497e,023-01-25T00:40:18,-497.26,ATM
c4fde7f-e458-4b88-b43f-a0819e0c093,0f1e6eb-acf9-4474-ac94-09a130de117,023-05-15T11:36:37,958.65,Debit
b2ed4e7-d1b8-4c51-aaf1-c684c9fcb4d,0f1e6eb-acf9-4474-ac94-09a130de117,023-05-10T03:26:55,100.16,Debit
071e7c9-f779-4e61-aeb4-45c57342c13,0f1e6eb-acf9-4474-ac94-09a130de117,023-08-25T03:18:01,64.01,Wire Transfer
38550bc-12b1-4669-92e6-0b8d4774c63,0f1e6eb-acf9-4474-ac94-09a130de117,023-07-15T22:55:11,177.96,Debit
c8ce805-fd10-442d-bd3f-0ff40577512,40de486-89a2-424b-88ef-b0a8ea90a17,023-02-01T04:56:16,-777.33,Wire Transfer
6010e5c-51ed-428a-af23-b14e2f28137,40de486-89a2-424b-88ef-b0a8ea90a17,022-12-07T02:21:45,472.44,Debit
dab9a5c-e64f-4260-ae8e-46ae7701884,40de486-89a2-424b-88ef-b0a8ea90a17,022-11-10T09:31:51,540.87,ATM
e8578d6-6a12-41fb-8a11-4ea477c8074,40de486-89a2-424b-88ef-b0a8ea90a17,023-01-13T18:49:33,-764.06,Debit
07eca7e-5852-4cbd-82e8-8fc4519b18b,40de486-89a2-424b-88ef-b0a8ea90a17,022-12-25T09:36:37,733.95,ATM
